error,id,institute,state,branch,quota,category,gender,opening_rank,closing_rank
,3257,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),34554,34554
,3258,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9759,10809
,3259,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9156,9156
,3260,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3508,3989
,3261,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,23024,31693
,3262,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),32688,34267
,3263,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5585,5585
,3264,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10714,11579
,3265,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15914,15914
,3266,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1436,6689
,3267,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6702,6702
,3268,"National Institute of Technology, Rourkela",Orissa,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1718,1718
,3269,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,34002,49309
,3270,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),51939,53816
,3271,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,14700,16147
,3272,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14227,23486
,3273,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),26484,26484
,3274,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3644,9011
,3275,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6151,6151
,3276,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3648,3648
,3277,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,16815,26889
,3278,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),20912,22493
,3279,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4400,4655
,3280,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7796,9817
,3281,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10026,10026
,3282,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5945,6242
,3283,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7785,7785
,3284,"National Institute of Technology, Rourkela",Orissa,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1269,1269
,3285,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,31931,41968
,3286,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),48734,56374
,3287,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,1325,1325
,3288,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12904,14475
,3289,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,20419,24175
,3290,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),41857,41857
,3291,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9285,9697
,3292,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11303,11303
,3293,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3145,3223
,3294,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,23114,31364
,3295,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),33454,39782
,3296,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5381,5539
,3297,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10410,11091
,3298,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13866,13866
,3299,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6368,6700
,3300,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7792,7792
,3301,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2004,2601
,3302,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,General,Gender-Neutral,55950,56386
,3303,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,Gender-Neutral,12124,12124
,3304,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,28016,28073
,3305,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,12581,12581
,3306,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,Gender-Neutral,5476,5476
,3307,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,General,Gender-Neutral,34297,34316
,3308,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,11129,11590
,3309,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,6910,6910
,3310,"National Institute of Technology, Rourkela",Orissa,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,Gender-Neutral,2688,2688
,3311,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,17812,27936
,3312,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),24232,24860
,3313,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,1323,1323
,3314,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6410,8666
,3315,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,12493,16312
,3316,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12495,26500
,3317,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5773,6972
,3318,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9180,9180
,3319,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2746,3129
,3320,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2477,2477
,3321,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,13575,16073
,3322,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),21229,23991
,3323,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,820,820
,3324,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2761,2955
,3325,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4283,6120
,3326,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9565,10419
,3327,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,468,468
,3328,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3560,4144
,3329,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4785,4785
,3330,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,972,1117
,3331,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1332,1332
,3332,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,General,Gender-Neutral,32581,32814
,3333,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,15385,17309
,3334,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,8721,8721
,3335,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,Gender-Neutral,4687,4687
,3336,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,General,Gender-Neutral,20572,21844
,3337,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,3561,3561
,3338,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,7612,7612
,3339,"National Institute of Technology, Rourkela",Orissa,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,3846,3846
,3340,"National Institute of Technology, Rourkela",Orissa,"Chemistry (5 Years, Integrated Master of Science)",HS,General,Gender-Neutral,46448,51567
,3341,"National Institute of Technology, Rourkela",Orissa,"Chemistry (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,15027,15027
,3342,"National Institute of Technology, Rourkela",Orissa,"Chemistry (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,27984,28347
,3343,"National Institute of Technology, Rourkela",Orissa,"Chemistry (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,7126,10426
,3344,"National Institute of Technology, Rourkela",Orissa,"Chemistry (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,6609,6609
